t 13924 83916
v 1664 0 48
v 1665 0 5
v 1666 7 4
v 1667 0 2
v 1668 7 3
v 1669 10 2
v 1670 0 3
v 1671 3 2
v 1672 2 3
v 1673 0 2
v 1674 0 6
v 1675 4 106
v 1676 2 5
v 1677 9 3
v 1678 6 3
v 1679 12 2
v 1680 0 2
v 1681 0 7
v 1682 9 3
v 1683 9 30
v 1684 0 24
v 1685 0 2
v 1686 0 13
v 1687 0 2
v 1688 7 3
v 1689 0 28
v 1690 8 15
v 1691 0 7
v 1692 7 6
v 1693 0 2
v 1694 6 4
v 1695 9 34
v 1696 9 3
v 1697 6 17
v 1698 0 3
v 1699 4 10
v 1700 0 2
v 1701 2 3
v 1702 7 4
v 1703 6 14
v 1704 0 3
v 1705 3 4
v 1706 14 2
v 1707 6 2
v 1708 9 5
v 1709 6 3
v 1710 0 3
v 1711 2 11
v 1712 0 2
v 1713 0 2
v 1714 7 4
v 1715 6 16
v 1716 2 12
v 1717 0 4
v 1718 3 4
v 1719 0 6
v 1720 9 5
v 1721 6 11
v 1722 6 4
v 1723 7 4
v 1724 0 28
v 1725 0 11
v 1726 12 3
v 1727 4 7
v 1728 7 2
v 1729 6 3
v 1730 12 4
v 1731 9 3
v 1732 3 6
v 1733 0 5
v 1734 6 4
v 1735 2 2
v 1736 0 3
v 1737 0 7
v 1738 0 10
v 1739 10 2
v 1740 9 4
v 1741 6 4
v 1742 2 4
v 1743 7 3
v 1744 6 12
v 1745 0 2
v 1746 9 20
v 1747 2 16
v 1748 14 4
v 1749 3 4
v 1750 0 3
v 1751 14 4
v 1752 0 12
v 1753 7 2
v 1754 6 2
v 1755 9 3
v 1756 7 3
v 1757 0 3
v 1758 4 29
v 1759 7 4
v 1760 6 4
v 1761 14 3
v 1762 0 6
v 1763 0 3
v 1764 9 9
v 1765 0 2
v 1766 0 4
v 1767 3 3
v 1768 6 10
v 1769 14 13
v 1770 0 2
v 1771 0 3
v 1772 6 5
v 1773 4 913
v 1774 7 5
v 1775 7 5
v 1776 6 2
v 1777 3 6
v 1778 0 67
v 1779 8 6
v 1780 9 2
v 1781 0 2
v 1782 0 2
v 1783 9 15
v 1784 10 5
v 1785 0 5
v 1786 0 6
v 1787 14 4
v 1788 0 4
v 1789 0 20
v 1790 6 3
v 1791 2 4
v 1792 6 4
v 1793 2 5
v 1794 6 8
v 1795 0 36
v 1796 2 4
v 1797 6 3
v 1798 0 3
v 1799 0 4
v 1800 3 4
v 1801 9 5
v 1802 3 3
v 1803 14 102
v 1804 6 7
v 1805 0 2
v 1806 6 3
v 1807 0 4
v 1808 0 2
v 1809 0 26
v 1810 4 249
v 1811 9 164
v 1812 3 3
v 1813 2 5
v 1814 9 2
v 1815 2 3
v 1816 0 2
v 1817 0 2
v 1818 0 4
v 1819 7 2
v 1820 12 29
v 1821 6 11
v 1822 4 2
v 1823 0 3
v 1824 7 4
v 1825 0 3
v 1826 3 5
v 1827 0 6
v 1828 6 7
v 1829 6 2
v 1830 6 4
v 1831 3 3
v 1832 9 4
v 1833 4 2
v 1834 0 4
v 1835 3 4
v 1836 4 2
v 1837 0 5
v 1838 3 3
v 1839 6 17
v 1840 3 3
v 1841 0 5
v 1842 9 6
v 1843 6 2
v 1844 0 3
v 1845 4 20
v 1846 3 4
v 1847 0 15
v 1848 12 3
v 1849 5 14
v 1850 6 4
v 1851 9 29
v 1852 6 14
v 1853 6 3
v 1854 2 7
v 1855 0 2
v 1856 4 12
v 1857 4 4
v 1858 2 8
v 1859 3 3
v 1860 0 4
v 1861 0 2
v 1862 2 5
v 1863 0 15
v 1864 0 6
v 1865 2 2
v 1866 7 5
v 1867 0 5
v 1868 5 2
v 1869 7 5
v 1870 9 2
v 1871 9 10
v 1872 3 5
v 1873 0 15
v 1874 6 4
v 1875 0 7
v 1876 0 3
v 1877 0 11
v 1878 13 2
v 1879 0 29
v 1880 10 7
v 1881 0 12
v 1882 9 2
v 1883 0 11
v 1884 6 3
v 1885 3 9
v 1886 0 4
v 1887 12 2
v 1888 12 9
v 1889 8 3
v 1890 4 3
v 1891 0 3
v 1892 0 3
v 1893 0 4
v 1894 10 56
v 1895 0 2
v 1896 12 4
v 1897 0 3
v 1898 0 13
v 1899 2 2
v 1900 2 194
v 1901 0 37
v 1902 5 9
v 1903 0 6
v 1904 7 8
v 1905 6 11
v 1906 3 7
v 1907 14 2
v 1908 6 4
v 1909 11 3
v 1910 0 6
v 1911 9 4
v 1912 9 2
v 1913 0 3
v 1914 0 2
v 1915 10 19
v 1916 6 14
v 1917 0 3
v 1918 0 18
v 1919 0 13
v 1920 0 2
v 1921 6 17
v 1922 0 7
v 1923 6 21
v 1924 1 4
v 1925 3 6
v 1926 0 2
v 1927 9 8
v 1928 6 59
v 1929 2 10
v 1930 9 9
v 1931 6 4
v 1932 4 35
v 1933 2 8
v 1934 7 7
v 1935 0 2
v 1936 4 85
v 1937 9 4
v 1938 0 6
v 1939 0 4
v 1940 3 2
v 1941 6 8
v 1942 12 7
v 1943 0 3
v 1944 0 15
v 1945 0 2
v 1946 0 8
v 1947 3 3
v 1948 9 5
v 1949 0 3
v 1950 9 3
v 1951 6 14
v 1952 6 2
v 1953 0 42
v 1954 6 11
v 1955 9 8
v 1956 3 2
v 1957 7 3
v 1958 12 21
v 1959 0 3
v 1960 3 2
v 1961 0 2
v 1962 6 3
v 1963 10 4
v 1964 14 10
v 1965 4 10
v 1966 0 2
v 1967 0 4
v 1968 6 6
v 1969 0 4
v 1970 0 3
v 1971 9 10
v 1972 3 7
v 1973 0 6
v 1974 10 7
v 1975 4 9
v 1976 0 19
v 1977 9 4
v 1978 0 11
v 1979 0 3
v 1980 13 2
v 1981 6 2
v 1982 6 3
v 1983 9 4
v 1984 6 3
v 1985 6 6
v 1986 0 2
v 1987 6 8
v 1988 0 4
v 1989 0 3
v 1990 0 2
v 1991 9 2
v 1992 0 6
v 1993 0 3
v 1994 0 8
v 1995 0 2
v 1996 9 12
v 1997 0 3
v 1998 6 4
v 1999 6 3
v 2000 6 3
v 2001 6 6
v 2002 3 3
v 2003 0 10
v 2004 6 14
v 2005 6 4
v 2006 0 4
v 2007 4 3
v 2008 0 2
v 2009 0 7
v 2010 0 7
v 2011 10 4
v 2012 9 5
v 2013 0 15
v 2014 0 6
v 2015 9 6
v 2016 9 8
v 2017 0 2
v 2018 6 3
v 2019 0 28
v 2020 2 4
v 2021 0 3
v 2022 3 3
v 2023 0 6
v 2024 4 6
v 2025 6 4
v 2026 0 8
v 2027 3 5
v 2028 0 12
v 2029 0 19
v 2030 0 2
v 2031 0 24
v 2032 13 2
v 2033 7 13
v 2034 14 17
v 2035 0 7
v 2036 10 3
v 2037 0 10
v 2038 10 3
v 2039 0 4
v 2040 0 6
v 2041 0 2
v 2042 6 10
v 2043 0 13
v 2044 0 8
v 2045 13 4
v 2046 14 3
v 2047 3 8
v 2048 7 5
v 2049 6 8
v 2050 3 6
v 2051 0 4
v 2052 6 6
v 2053 2 11
v 2054 4 5
v 2055 0 5
v 2056 3 4
v 2057 6 5
v 2058 12 12
v 2059 0 3
v 2060 14 3
v 2061 4 33
v 2062 7 4
v 2063 6 4
v 2064 0 3
v 2065 0 26
v 2066 6 5
v 2067 6 4
v 2068 6 8
v 2069 7 2
v 2070 9 3
v 2071 3 5
v 2072 9 3
v 2073 7 15
v 2074 3 5
v 2075 3 3
v 2076 9 4
v 2077 4 2
v 2078 0 55
v 2079 6 2
v 2080 9 4
v 2081 3 3
v 2082 14 11
v 2083 0 26
v 2084 14 3
v 2085 6 14
v 2086 3 4
v 2087 0 14
v 2088 6 7
v 2089 0 21
v 2090 4 2
v 2091 1 6
v 2092 0 4
v 2093 6 7
v 2094 0 3
v 2095 0 7
v 2096 4 72
v 2097 0 2
v 2098 4 3
v 2099 0 13
v 2100 12 3
v 2101 12 50
v 2102 0 11
v 2103 0 40
v 2104 10 8
v 2105 6 9
v 2106 0 3
v 2107 0 3
v 2108 0 4
v 2109 3 3
v 2110 0 2
v 2111 6 3
v 2112 2 7
v 2113 9 6
v 2114 6 16
v 2115 4 24
v 2116 6 4
v 2117 0 2
v 2118 0 4
v 2119 9 2
v 2120 2 5
v 2121 0 3
v 2122 0 8
v 2123 0 21
v 2124 0 5
v 2125 0 8
v 2126 9 3
v 2127 0 6
v 2128 9 2
v 2129 0 31
v 2130 4 4
v 2131 0 5
v 2132 6 5
v 2133 4 47
v 2134 2 5
v 2135 0 7
v 2136 2 4
v 2137 4 4
v 2138 9 10
v 2139 0 7
v 2140 3 4
v 2141 0 8
v 2142 9 4
v 2143 12 3
v 2144 0 9
v 2145 9 2
v 2146 4 11
v 2147 0 3
v 2148 6 6
v 2149 9 6
v 2150 3 4
v 2151 9 5
v 2152 0 2
v 2153 3 3
v 2154 0 9
v 2155 3 3
v 2156 0 5
v 2157 0 2
v 2158 3 10
v 2159 0 2
v 2160 0 2
v 2161 2 9
v 2162 3 4
v 2163 0 11
v 2164 3 3
v 2165 7 8
v 2166 0 2
v 2167 3 2
v 2168 0 8
v 2169 0 4
v 2170 3 3
v 2171 7 2
v 2172 6 4
v 2173 2 2
v 2174 0 2
v 2175 4 10
v 2176 3 4
v 2177 0 9
v 2178 3 5
v 2179 4 326
v 2180 7 2
v 2181 4 2
v 2182 12 23
v 2183 0 4
v 2184 14 7
v 2185 9 3
v 2186 6 4
v 2187 7 18
v 2188 9 6
v 2189 9 4
v 2190 12 4
v 2191 6 3
v 2192 0 5
v 2193 14 5
v 2194 6 103
v 2195 0 2
v 2196 0 3
v 2197 4 64
v 2198 3 3
v 2199 0 8
v 2200 9 3
v 2201 0 5
v 2202 3 4
v 2203 0 4
v 2204 6 6
v 2205 2 8
v 2206 6 18
v 2207 4 9
v 2208 2 2
v 2209 6 3
v 2210 10 2
v 2211 0 3
v 2212 2 6
v 2213 0 10
v 2214 0 6
v 2215 10 6
v 2216 1 2
v 2217 4 68
v 2218 6 3
v 2219 4 7
v 2220 0 3
v 2221 4 14
v 2222 13 2
v 2223 0 2
v 2224 6 3
v 2225 9 2
v 2226 0 2
v 2227 4 9
v 2228 7 5
v 2229 9 2
v 2230 13 3
v 2231 0 16
v 2232 0 6
v 2233 0 4
v 2234 12 5
v 2235 3 4
v 2236 4 76
v 2237 9 3
v 2238 0 6
v 2239 0 6
v 2240 3 4
v 2241 3 4
v 2242 0 4
v 2243 4 2
v 2244 0 6
v 2245 0 5
v 2246 9 3
v 2247 0 134
v 2248 0 3
v 2249 0 22
v 2250 0 6
v 2251 0 4
v 2252 8 3
v 2253 0 2
v 2254 12 2
v 2255 3 3
v 2256 2 3
v 2257 7 3
v 2258 6 18
v 2259 0 9
v 2260 0 7
v 2261 4 102
v 2262 6 4
v 2263 2 3
v 2264 6 6
v 2265 12 17
v 2266 2 3
v 2267 6 2
v 2268 7 7
v 2269 0 4
v 2270 14 4
v 2271 0 2
v 2272 0 7
v 2273 6 2
v 2274 6 4
v 2275 6 8
v 2276 0 33
v 2277 0 2
v 2278 6 4
v 2279 4 7
v 2280 0 4
v 2281 0 2
v 2282 2 50
v 2283 9 12
v 2284 7 7
v 2285 13 5
v 2286 6 7
v 2287 9 6
v 2288 3 2
v 2289 6 7
v 2290 0 6
v 2291 0 80
v 2292 0 2
v 2293 0 3
v 2294 2 2
v 2295 9 3
v 2296 4 12
v 2297 3 3
v 2298 3 3
v 2299 14 22
v 2300 6 40
v 2301 14 3
v 2302 9 29
v 2303 0 2
v 2304 9 5
v 2305 3 6
v 2306 1 10
v 2307 4 2
v 2308 3 5
v 2309 10 3
v 2310 0 4
v 2311 0 3
v 2312 7 7
v 2313 4 97
v 2314 0 4
v 2315 7 7
v 2316 0 3
v 2317 2 31
v 2318 0 7
v 2319 0 4
v 2320 4 24
v 2321 6 9
v 2322 3 4
v 2323 9 3
v 2324 2 5
v 2325 6 4
v 2326 0 4
v 2327 6 8
v 2328 0 9
v 2329 9 2
v 2330 2 5
v 2331 11 2
v 2332 0 8
v 2333 2 36
v 2334 2 2
v 2335 6 3
v 2336 0 4
v 2337 0 6
v 2338 4 2
v 2339 0 7
v 2340 9 9
v 2341 0 3
v 2342 6 4
v 2343 6 5
v 2344 11 2
v 2345 0 5
v 2346 1 2
v 2347 0 2
v 2348 9 2
v 2349 6 3
v 2350 0 13
v 2351 0 2
v 2352 7 2
v 2353 6 2
v 2354 14 2
v 2355 0 15
v 2356 6 9
v 2357 13 3
v 2358 0 3
v 2359 2 10
v 2360 4 108
v 2361 2 3
v 2362 6 7
v 2363 0 6
v 2364 3 4
v 2365 0 2
v 2366 5 3
v 2367 7 3
v 2368 2 7
v 2369 0 10
v 2370 6 3
v 2371 14 17
v 2372 0 3
v 2373 0 5
v 2374 7 10
v 2375 9 2
v 2376 0 2
v 2377 7 4
v 2378 9 2
v 2379 0 2
v 2380 0 2
v 2381 0 2
v 2382 13 2
v 2383 0 4
v 2384 0 8
v 2385 14 4
v 2386 0 20
v 2387 0 10
v 2388 0 4
v 2389 1 3
v 2390 11 34
v 2391 3 3
v 2392 0 5
v 2393 4 6
v 2394 6 5
v 2395 0 4
v 2396 9 15
v 2397 4 3
v 2398 2 7
v 2399 6 4
v 2400 0 18
v 2401 6 43
v 2402 0 15
v 2403 0 3
v 2404 2 2
v 2405 1 4
v 2406 0 2
v 2407 9 2
v 2408 2 3
v 2409 4 3
v 2410 0 3
v 2411 3 4
v 2412 3 6
v 2413 0 4
v 2414 14 4
v 2415 6 4
v 2416 0 4
v 2417 0 42
v 2418 9 2
v 2419 0 3
v 2420 0 5
v 2421 2 3
v 2422 0 6
v 2423 2 3
v 2424 7 2
v 2425 0 6
v 2426 0 3
v 2427 3 3
v 2428 9 2
v 2429 2 27
v 2430 4 52
v 2431 0 70
v 2432 0 2
v 2433 9 2
v 2434 0 10
v 2435 6 29
v 2436 6 5
v 2437 12 8
v 2438 2 2
v 2439 9 28
v 2440 0 4
v 2441 0 3
v 2442 0 3
v 2443 0 16
v 2444 0 5
v 2445 12 9
v 2446 3 2
v 2447 0 10
v 2448 0 3
v 2449 7 2
v 2450 4 26
v 2451 2 12
v 2452 0 9
v 2453 0 9
v 2454 4 19
v 2455 6 18
v 2456 0 5
v 2457 6 6
v 2458 0 14
v 2459 9 5
v 2460 6 11
v 2461 14 2
v 2462 7 2
v 2463 2 5
v 2464 0 3
v 2465 6 2
v 2466 0 16
v 2467 2 2
v 2468 2 9
v 2469 2 6
v 2470 12 2
v 2471 7 2
v 2472 6 17
v 2473 12 6
v 2474 3 14
v 2475 0 7
v 2476 9 5
v 2477 2 2
v 2478 0 16
v 2479 0 2
v 2480 0 2
v 2481 3 3
v 2482 0 2
v 2483 3 4
v 2484 0 5
v 2485 4 7
v 2486 0 6
v 2487 0 18
v 2488 4 50
v 2489 2 4
v 2490 3 4
v 2491 7 2
v 2492 3 5
v 2493 0 7
v 2494 4 3
v 2495 6 3
v 2496 10 2
v 2497 3 3
v 2498 6 3
v 2499 2 2
v 2500 0 15
v 2501 2 3
v 2502 2 3
v 2503 12 8
v 2504 0 20
v 2505 0 19
v 2506 0 3
v 2507 2 3
v 2508 9 40
v 2509 0 14
v 2510 0 6
v 2511 2 4
v 2512 4 12
v 2513 6 2
v 2514 3 4
v 2515 0 3
v 2516 0 6
v 2517 6 6
v 2518 9 5
v 2519 9 5
v 2520 6 4
v 2521 6 5
v 2522 9 112
v 2523 5 6
v 2524 6 2
v 2525 0 6
v 2526 9 4
v 2527 13 2
v 2528 3 3
v 2529 14 5
v 2530 6 4
v 2531 7 2
v 2532 7 0
v 2533 7 2
v 2534 3 2
v 2535 9 4
v 2536 0 2
v 2537 14 2
v 2538 9 6
v 2539 0 2
v 2540 6 4
v 2541 3 3
v 2542 2 2
v 2543 9 3
v 2544 0 2
v 2545 9 10
v 2546 3 2
v 2547 6 5
v 2548 0 14
v 2549 0 2
v 2550 4 5
v 2551 0 5
v 2552 12 3
v 2553 3 2
v 2554 0 6
v 2555 3 6
v 2556 9 4
v 2557 5 42
v 2558 13 12
v 2559 4 5
v 2560 3 3
v 2561 9 3
v 2562 12 2
v 2563 2 3
v 2564 6 12
v 2565 3 3
v 2566 9 10
v 2567 2 4
v 2568 2 7
v 2569 3 10
v 2570 6 10
v 2571 2 3
v 2572 12 2
v 2573 0 8
v 2574 4 4
v 2575 4 3
v 2576 9 4
v 2577 1 6
v 2578 0 8
v 2579 9 2
v 2580 2 4
v 2581 14 2
v 2582 3 4
v 2583 6 2
v 2584 2 5
v 2585 10 5
v 2586 0 7
v 2587 9 4
v 2588 9 4
v 2589 13 7
v 2590 0 4
v 2591 6 15
v 2592 12 2
v 2593 6 4
v 2594 9 6
v 2595 4 29
v 2596 3 17
v 2597 12 3
v 2598 8 2
v 2599 0 3
v 2600 4 6
v 2601 2 5
v 2602 0 8
v 2603 0 39
v 2604 3 6
v 2605 0 4
v 2606 2 3
v 2607 2 7
v 2608 3 3
v 2609 0 4
v 2610 9 8
v 2611 12 3
v 2612 9 3
v 2613 0 40
v 2614 2 10
v 2615 0 4
v 2616 6 3
v 2617 3 3
v 2618 0 2
v 2619 0 4
v 2620 14 3
v 2621 0 3
v 2622 0 2
v 2623 0 9
v 2624 0 3
v 2625 0 8
v 2626 0 3
v 2627 0 2
v 2628 0 5
v 2629 14 7
v 2630 8 3
v 2631 3 4
v 2632 0 3
v 2633 0 52
v 2634 4 3
v 2635 9 2
v 2636 3 2
v 2637 9 6
v 2638 0 11
v 2639 9 2
v 2640 4 67
v 2641 0 8
v 2642 14 2
v 2643 3 6
v 2644 10 11
v 2645 9 7
v 2646 2 4
v 2647 4 12
v 2648 0 2
v 2649 2 7
v 2650 8 7
v 2651 0 3
v 2652 5 7
v 2653 7 7
v 2654 7 3
v 2655 6 5
v 2656 0 6
v 2657 4 2
v 2658 3 3
v 2659 0 7
v 2660 3 3
v 2661 0 4
v 2662 0 2
v 2663 2 7
v 2664 7 2
v 2665 6 2
v 2666 9 3
v 2667 0 6
v 2668 0 2
v 2669 7 3
v 2670 6 3
v 2671 0 3
v 2672 0 2
v 2673 0 9
v 2674 2 3
v 2675 7 8
v 2676 6 3
v 2677 9 3
v 2678 3 3
v 2679 4 8
v 2680 6 4
v 2681 0 3
v 2682 8 11
v 2683 6 8
v 2684 0 3
v 2685 0 3
v 2686 2 19
v 2687 14 11
v 2688 6 10
v 2689 0 12
v 2690 3 7
v 2691 0 3
v 2692 14 9
v 2693 8 2
v 2694 6 5
v 2695 0 3
v 2696 9 2
v 2697 0 3
v 2698 6 3
v 2699 14 16
v 2700 12 2
v 2701 9 4
v 2702 0 9
v 2703 7 3
v 2704 2 3
v 2705 7 7
v 2706 6 29
v 2707 0 4
v 2708 12 9
v 2709 0 2
v 2710 2 10
v 2711 2 4
v 2712 0 2
v 2713 3 3
v 2714 0 10
v 2715 0 41
v 2716 12 3
v 2717 6 3
v 2718 9 3
v 2719 9 7
v 2720 0 4
v 2721 0 18
v 2722 0 6
v 2723 4 5
v 2724 0 6
v 2725 0 2
v 2726 2 2
v 2727 0 3
v 2728 0 3
v 2729 0 14
v 2730 0 17
v 2731 0 3
v 2732 7 8
v 2733 2 6
v 2734 8 26
v 2735 6 10
v 2736 0 6
v 2737 6 9
v 2738 9 3
v 2739 0 4
v 2740 10 3
v 2741 2 7
v 2742 7 5
v 2743 9 3
v 2744 7 3
v 2745 2 3
v 2746 0 32
v 2747 2 4
v 2748 0 4
v 2749 14 3
v 2750 13 4
v 2751 0 3
v 2752 0 30
v 2753 0 2
v 2754 7 2
v 2755 3 3
v 2756 4 3
v 2757 3 3
v 2758 6 2
v 2759 4 19
v 2760 6 15
v 2761 4 152
v 2762 12 2
v 2763 4 23
v 2764 0 4
v 2765 3 12
v 2766 6 3
v 2767 2 4
v 2768 2 7
v 2769 9 3
v 2770 9 6
v 2771 0 3
v 2772 0 2
v 2773 7 2
v 2774 0 3
v 2775 0 3
v 2776 1 3
v 2777 0 2
v 2778 0 2
v 2779 0 3
v 2780 0 3
v 2781 2 5
v 2782 0 6
v 2783 0 3
v 2784 2 3
v 2785 2 7
v 2786 3 8
v 2787 6 6
v 2788 6 16
v 2789 9 4
v 2790 0 2
v 2791 0 18
v 2792 2 7
v 2793 0 2
v 2794 4 2
v 2795 0 6
v 2796 0 4
v 2797 9 4
v 2798 7 4
v 2799 9 5
v 2800 0 3
v 2801 4 9
v 2802 0 4
v 2803 2 5
v 2804 0 8
v 2805 9 5
v 2806 11 18
v 2807 6 13
v 2808 0 41
v 2809 3 3
v 2810 9 4
v 2811 4 698
v 2812 2 3
v 2813 7 3
v 2814 0 2
v 2815 0 7
v 2816 6 2
v 2817 9 3
v 2818 0 16
v 2819 3 4
v 2820 6 6
v 2821 2 2
v 2822 9 3
v 2823 13 5
v 2824 2 15
v 2825 3 4
v 2826 0 2
v 2827 9 11
v 2828 0 5
v 2829 7 2
v 2830 7 4
v 2831 0 75
v 2832 3 3
v 2833 6 8
v 2834 0 4
v 2835 3 3
v 2836 0 4
v 2837 0 3
v 2838 13 5
v 2839 10 22
v 2840 0 4
v 2841 9 3
v 2842 14 2
v 2843 6 3
v 2844 6 4
v 2845 14 8
v 2846 9 3
v 2847 2 4
v 2848 6 10
v 2849 0 6
v 2850 0 15
v 2851 0 15
v 2852 0 2
v 2853 3 3
v 2854 9 3
v 2855 0 3
v 2856 4 5
v 2857 2 2
v 2858 2 4
v 2859 10 2
v 2860 6 6
v 2861 0 89
v 2862 0 18
v 2863 4 6
v 2864 10 2
v 2865 0 25
v 2866 9 203
v 2867 0 3
v 2868 2 3
v 2869 3 4
v 2870 2 2
v 2871 14 6
v 2872 4 4
v 2873 4 138
v 2874 9 8
v 2875 7 2
v 2876 0 3
v 2877 0 3
v 2878 3 4
v 2879 2 4
v 2880 0 3
v 2881 0 4
v 2882 6 8
v 2883 0 10
v 2884 7 2
v 2885 10 3
v 2886 2 6
v 2887 0 5
v 2888 0 3
v 2889 3 3
v 2890 13 2
v 2891 11 4
v 2892 2 4
v 2893 9 3
v 2894 0 4
v 2895 0 2
v 2896 2 2
v 2897 3 2
v 2898 0 30
v 2899 0 28
v 2900 4 6
v 2901 7 3
v 2902 4 5
v 2903 13 3
v 2904 0 40
v 2905 7 2
v 2906 2 4
v 2907 0 2
v 2908 3 3
v 2909 0 5
v 2910 0 15
v 2911 6 12
v 2912 0 3
v 2913 14 3
v 2914 0 5
v 2915 0 8
v 2916 3 3
v 2917 12 5
v 2918 3 3
v 2919 0 3
v 2920 0 4
v 2921 0 2
v 2922 3 3
v 2923 0 5
v 2924 0 4
v 2925 6 21
v 2926 0 2
v 2927 0 4
v 2928 7 3
v 2929 3 3
v 2930 6 4
v 2931 2 11
v 2932 0 7
v 2933 7 3
v 2934 0 3
v 2935 0 5
v 2936 9 9
v 2937 3 3
v 2938 6 4
v 2939 0 9
v 2940 0 5
v 2941 0 3
v 2942 4 58
v 2943 9 3
v 2944 2 4
v 2945 6 3
v 2946 0 3
v 2947 12 5
v 2948 0 9
v 2949 2 4
v 2950 7 8
v 2951 0 2
v 2952 3 3
v 2953 14 3
v 2954 3 3
v 2955 7 2
v 2956 2 3
v 2957 2 3
v 2958 9 32
v 2959 7 3
v 2960 10 2
v 2961 3 2
v 2962 5 4
v 2963 3 5
v 2964 6 9
v 2965 4 13
v 2966 0 4
v 2967 6 4
v 2968 4 7
v 2969 0 4
v 2970 9 3
v 2971 0 15
v 2972 3 2
v 2973 1 7
v 2974 12 3
v 2975 0 4
v 2976 0 4
v 2977 9 5
v 2978 0 2
v 2979 1 9
v 2980 0 7
v 2981 6 4
v 2982 12 4
v 2983 7 7
v 2984 12 10
v 2985 9 4
v 2986 0 3
v 2987 0 10
v 2988 4 82
v 2989 5 4
v 2990 10 5
v 2991 3 4
v 2992 0 11
v 2993 6 32
v 2994 7 7
v 2995 0 54
v 2996 0 2
v 2997 3 4
v 2998 3 2
v 2999 0 4
v 3000 6 57
v 3001 0 4
v 3002 13 5
v 3003 6 5
v 3004 9 2
v 3005 14 3
v 3006 9 14
v 3007 6 4
v 3008 0 20
v 3009 6 21
v 3010 0 4
v 3011 2 2
v 3012 10 10
v 3013 2 3
v 3014 1 2
v 3015 7 2
v 3016 6 7
v 3017 3 4
v 3018 6 2
v 3019 0 0
v 3020 10 4
v 3021 0 24
v 3022 4 14
v 3023 3 3
v 3024 5 2
v 3025 0 2
v 3026 4 20
v 3027 0 31
v 3028 0 3
v 3029 3 4
v 3030 11 2
v 3031 0 2
v 3032 13 6
v 3033 0 3
v 3034 2 12
v 3035 9 9
v 3036 2 3
v 3037 6 60
v 3038 4 218
v 3039 2 45
v 3040 0 2
v 3041 6 3
v 3042 2 2
v 3043 0 10
v 3044 12 11
v 3045 2 4
v 3046 10 6
v 3047 0 12
v 3048 6 7
v 3049 9 3
v 3050 0 5
v 3051 5 2
v 3052 0 2
v 3053 2 4
v 3054 9 9
v 3055 6 13
v 3056 9 6
v 3057 0 3
v 3058 3 3
v 3059 6 7
v 3060 4 28
v 3061 12 6
v 3062 4 9
v 3063 0 3
v 3064 0 3
v 3065 3 5
v 3066 0 2
v 3067 0 29
v 3068 6 8
v 3069 2 3
v 3070 0 5
v 3071 0 51
v 3072 7 2
v 3073 0 4
v 3074 3 3
v 3075 3 4
v 3076 7 6
v 3077 7 2
v 3078 7 7
v 3079 2 2
v 3080 0 2
v 3081 4 2
v 3082 0 6
v 3083 0 2
v 3084 3 3
v 3085 0 4
v 3086 9 4
v 3087 0 4
v 3088 9 3
v 3089 0 3
v 3090 0 2
v 3091 4 2
v 3092 7 36
v 3093 9 5
v 3094 2 42
v 3095 14 5
v 3096 3 4
v 3097 7 2
v 3098 6 8
v 3099 1 2
v 3100 0 3
v 3101 6 19
v 3102 3 3
v 3103 3 4
v 3104 0 31
v 3105 2 2
v 3106 13 7
v 3107 3 3
v 3108 6 6
v 3109 0 4
v 3110 3 11
v 3111 0 3
v 3112 8 14
v 3113 9 10
v 3114 2 11
v 3115 0 2
v 3116 0 7
v 3117 4 6
v 3118 4 4
v 3119 3 3
v 3120 0 6
v 3121 3 3
v 3122 9 3
v 3123 2 89
v 3124 3 3
v 3125 0 4
v 3126 12 3
v 3127 6 6
v 3128 5 3
v 3129 0 3
v 3130 7 12
v 3131 2 4
v 3132 2 23
v 3133 0 14
v 3134 0 3
v 3135 2 7
v 3136 0 2
v 3137 12 4
v 3138 8 3
v 3139 14 38
v 3140 3 7
v 3141 2 5
v 3142 0 3
v 3143 2 4
v 3144 9 3
v 3145 3 3
v 3146 0 3
v 3147 3 2
v 3148 0 3
v 3149 0 13
v 3150 4 5
v 3151 0 2
v 3152 0 4
v 3153 6 5
v 3154 7 4
v 3155 7 3
v 3156 3 3
v 3157 0 12
v 3158 6 2
v 3159 2 4
v 3160 4 199
v 3161 0 3
v 3162 0 23
v 3163 2 2
v 3164 1 4
v 3165 0 4
v 3166 0 8
v 3167 3 4
v 3168 6 3
v 3169 0 16
v 3170 0 2
v 3171 0 2
v 3172 0 9
v 3173 6 5
v 3174 10 3
v 3175 0 2
v 3176 3 4
v 3177 6 106
v 3178 10 18
v 3179 6 10
v 3180 0 18
v 3181 0 4
v 3182 0 2
v 3183 0 5
v 3184 4 3
v 3185 2 3
v 3186 14 15
v 3187 3 4
v 3188 2 3
v 3189 3 5
v 3190 8 3
v 3191 2 2
v 3192 13 5
v 3193 6 19
v 3194 0 2
v 3195 0 6
v 3196 0 23
v 3197 5 6
v 3198 6 2
v 3199 0 3
v 3200 0 9
v 3201 0 12
v 3202 3 6
v 3203 0 5
v 3204 4 152
v 3205 0 6
v 3206 0 7
v 3207 5 3
v 3208 3 2
v 3209 6 3
v 3210 7 7
v 3211 3 2
v 3212 9 4
v 3213 6 49
v 3214 6 3
v 3215 6 18
v 3216 6 2
v 3217 0 12
